ParameterName,Result,AddressOrNote,Mode
EOP_FuCns,RESOLVED,0x4000E574 (EOP_FuCns),DIRECT
EOP_Trip,RESOLVED,0x4000E0AC (EOP_Trip),DIRECT
EOP_EngHr,RESOLVED,0x4000DD9C (EOP_EngHr),DIRECT
EOP_DstTrvldInKm,RESOLVED,0x4000E1E4 (EOP_DstTrvldInKm),DIRECT
EOP_EngDftTqLim,RESOLVED,0x4000E000 (EOP_EngDftTqLim),DIRECT
EOP_VCVReq,RESOLVED,0x4000E23C (EOP_VCVReq),DIRECT
EOP_VCVDynRateLimr,RESOLVED,0x4000E018 (EOP_VCVDynRateLimr),DIRECT
EOP_IRefVCV,RESOLVED,0x4000E71C (EOP_IRefVCV),DIRECT
EOP_IRefPCV,RESOLVED,0x4000E250 (EOP_IRefPCV),DIRECT
EOP_DutyVlvReq,RESOLVED,0x4000DF64 (EOP_DutyVlvReq),DIRECT
EMS_ModEngCtl,RESOLVED,0x4000D818 (EMS_ModEngCtl),DIRECT
EIP_EngSpdDerivative,RESOLVED,0x4000DA18 (EIP_EngSpdDerivative),DIRECT
EIP_PRailDerivative,RESOLVED,0x4000E35C (EIP_PRailDerivative),DIRECT
EIP_PRailRefDerivative,RESOLVED,0x4000DE20 (EIP_PRailRefDerivative),DIRECT
EIP_PAirBoostDerivative,RESOLVED,0x4000D968 (EIP_PAirBoostDerivative),DIRECT
EIP_PAirBoostRefDerivative,RESOLVED,0x4000D8BC (EIP_PAirBoostRefDerivative),DIRECT
EIP_PercgAccrDerivative,RESOLVED,0x4000E588 (EIP_PercgAccrDerivative),DIRECT
EIP_UClmp30Fild,RESOLVED,0x4000E8B4 (EIP_UClmp30Fild),DIRECT
EIP_UClmp30GrdtAbsOut,RESOLVED,0x4000E184 (EIP_UClmp30GrdtAbsOut),DIRECT
EIP_TiElpdErrUClmp30,RESOLVED,0x4000E7E8 (EIP_TiElpdErrUClmp30),DIRECT
EIP_UClmp30,RESOLVED,0x4000DB04 (EIP_UClmp30),DIRECT
EIP_DstTrvldInMtr,RESOLVED,0x4000E8A4 (EIP_DstTrvldInMtr),DIRECT
EIP_DstTrvldInKm,RESOLVED,0x4000E5D0 (EIP_DstTrvldInKm),DIRECT
EIP_EngTiCalcn,RESOLVED,0x4000E498 (EIP_EngTiCalcn),DIRECT
EIP_EngHr,RESOLVED,0x4000E21C (EIP_EngHr),DIRECT
EIP_VehV,RESOLVED,0x4000DBFC (EIP_VehV),DIRECT
EIP_GridHeatrRlyFb,RESOLVED,0x4000DB5C (EIP_GridHeatrRlyFb),DIRECT
EIP_PAirBoostFild,RESOLVED,0x4000E304 (EIP_PAirBoostFild),DIRECT
EIP_PAirBoostGrdtAbsOut,RESOLVED,0x4000E8D8 (EIP_PAirBoostGrdtAbsOut),DIRECT
EIP_PAirBoost,RESOLVED,0x4000DCD8 (EIP_PAirBoost),DIRECT
EIP_TiElpdErrPAirBoostSnsr,RESOLVED,0x4000D934 (EIP_TiElpdErrPAirBoostSnsr),DIRECT
EIP_PAmbAirFild,RESOLVED,0x4000DF28 (EIP_PAmbAirFild),DIRECT
EIP_PAmbAirGrdtAbsOut,RESOLVED,0x4000DF54 (EIP_PAmbAirGrdtAbsOut),DIRECT
EIP_TiElpdErrPAmbAirSnsr,RESOLVED,0x4000DE38 (EIP_TiElpdErrPAmbAirSnsr),DIRECT
EIP_PAmbAir,RESOLVED,0x4000E52C (EIP_PAmbAir),DIRECT
EIP_PRailFild,RESOLVED,0x4000DF68 (EIP_PRailFild),DIRECT
EIP_PRailGrdtAbsOut,RESOLVED,0x4000DC9C (EIP_PRailGrdtAbsOut),DIRECT
EIP_PFuFild,RESOLVED,0x4000DCE4 (EIP_PFuFild),DIRECT
EIP_PFuGrdtAbsOut,RESOLVED,0x4000D9E8 (EIP_PFuGrdtAbsOut),DIRECT
EIP_POilFild,RESOLVED,0x4000E95C (EIP_POilFild),DIRECT
EIP_POilGrdtAbsOut,RESOLVED,0x4000DBC4 (EIP_POilGrdtAbsOut),DIRECT
EIP_POil,RESOLVED,0x4000E5C0 (EIP_POil),DIRECT
EIP_TiElpdErrPOilSnsr,RESOLVED,0x4000D8B0 (EIP_TiElpdErrPOilSnsr),DIRECT
EIP_PFu,RESOLVED,0x4000E544 (EIP_PFu),DIRECT
EIP_TiElpdErrPFuSnsr,RESOLVED,0x4000D884 (EIP_TiElpdErrPFuSnsr),DIRECT
EIP_PRail,RESOLVED,0x4000E27C (EIP_PRail),DIRECT
EIP_TiElpdErrPRailSnsr,RESOLVED,0x4000E1F4 (EIP_TiElpdErrPRailSnsr),DIRECT
EIP_PercgAccr2,RESOLVED,0x4000DA20 (EIP_PercgAccr2),DIRECT
EIP_PercgAccr1,RESOLVED,0x4000DA2C (EIP_PercgAccr1),DIRECT
EIP_PercgAccrDiff,RESOLVED,0x4000E954 (EIP_PercgAccrDiff),DIRECT
EIP_PercgAccr,RESOLVED,0x4000E5AC (EIP_PercgAccr),DIRECT
EIP_StAccr,RESOLVED,0x4000E708 (EIP_StAccr),DIRECT
EIP_TiElpdErrAccrDervDiffLo,RESOLVED,0x4000DCF4 (EIP_TiElpdErrAccrDervDiffLo),DIRECT
EIP_TiElpdErrAccrDervDiffHi,RESOLVED,0x4000DA70 (EIP_TiElpdErrAccrDervDiffHi),DIRECT
EIP_TiElpdErrAccrDiff,RESOLVED,0x4000E778 (EIP_TiElpdErrAccrDiff),DIRECT
EIP_NEng,RESOLVED,0x4000E848 (EIP_NEng),DIRECT
EIP_TiElpdNEngAcvEmgcyShtdwnForOvspd,RESOLVED,0x4000DC24 (EIP_TiElpdNEngAcvEmgcyShtdwnForOvspd),DIRECT
EIP_CrnksftSpd,RESOLVED,0x4000E5B4 (EIP_CrnksftSpd),DIRECT
EIP_CamsftSpd,RESOLVED,0x4000DEE4 (EIP_CamsftSpd),DIRECT
EIP_FuelCnsMem,RESOLVED,0x4000DB84 (EIP_FuelCnsMem),DIRECT
EIP_TripMem,RESOLVED,0x4000DE88 (EIP_TripMem),DIRECT
EIP_DstTrvldMem,RESOLVED,0x4000DD2C (EIP_DstTrvldMem),DIRECT
EIP_EngHrMem,RESOLVED,0x4000DAF0 (EIP_EngHrMem),DIRECT
EIP_TAirBoostFild,RESOLVED,0x4000DBB8 (EIP_TAirBoostFild),DIRECT
EIP_TAirBoostGrdtAbsOut,RESOLVED,0x4000E0BC (EIP_TAirBoostGrdtAbsOut),DIRECT
EIP_TAirBoost,RESOLVED,0x4000DAB8 (EIP_TAirBoost),DIRECT
EIP_TiElpdErrTAirBoostSnsr,RESOLVED,0x4000D91C (EIP_TiElpdErrTAirBoostSnsr),DIRECT
EIP_TOilFild,RESOLVED,0x4000DBA8 (EIP_TOilFild),DIRECT
EIP_TOilGrdtAbsOut,RESOLVED,0x4000DD60 (EIP_TOilGrdtAbsOut),DIRECT
EIP_TCooltFild,RESOLVED,0x4000E57C (EIP_TCooltFild),DIRECT
EIP_TiElpdErrTOilSnsr,RESOLVED,0x4000E224 (EIP_TiElpdErrTOilSnsr),DIRECT
EIP_TCooltGrdtAbsOut,RESOLVED,0x4000D810 (EIP_TCooltGrdtAbsOut),DIRECT
EIP_TOilFromTCoolt,RESOLVED,0x4000D848 (EIP_TOilFromTCoolt),DIRECT
EIP_TOil,RESOLVED,0x4000E620 (EIP_TOil),DIRECT
EIP_TCooltFromTOil,RESOLVED,0x4000DEA4 (EIP_TCooltFromTOil),DIRECT
EIP_TCoolt,RESOLVED,0x4000E4A4 (EIP_TCoolt),DIRECT
EIP_TiElpdErrTCooltSnsr,RESOLVED,0x4000E0A8 (EIP_TiElpdErrTCooltSnsr),DIRECT
EIP_TFuFild,RESOLVED,0x4000E388 (EIP_TFuFild),DIRECT
EIP_TFuGrdtAbsOut,RESOLVED,0x4000E914 (EIP_TFuGrdtAbsOut),DIRECT
EIP_TEcuFild,RESOLVED,0x4000E3AC (EIP_TEcuFild),DIRECT
EIP_TEcuGrdtAbsOut,RESOLVED,0x4000DE28 (EIP_TEcuGrdtAbsOut),DIRECT
EIP_TAmbAirFild,RESOLVED,0x4000E2EC (EIP_TAmbAirFild),DIRECT
EIP_TAmbAirGrdtAbsOut,RESOLVED,0x4000DCDC (EIP_TAmbAirGrdtAbsOut),DIRECT
EIP_TAmbAir,RESOLVED,0x4000E5A0 (EIP_TAmbAir),DIRECT
EIP_TiElpdErrTAmbAirSnsr,RESOLVED,0x4000E1FC (EIP_TiElpdErrTAmbAirSnsr),DIRECT
EIP_TEcu,RESOLVED,0x4000E980 (EIP_TEcu),DIRECT
EIP_TiElpdErrTEcuSnsr,RESOLVED,0x4000DE84 (EIP_TiElpdErrTEcuSnsr),DIRECT
EIP_TFu,RESOLVED,0x4000DF70 (EIP_TFu),DIRECT
EIP_TiEpldErrTFuSnsr,RESOLVED,0x4000DAA4 (EIP_TiEpldErrTFuSnsr),DIRECT
EIP_LvlOilFild,RESOLVED,0x4000DF80 (EIP_LvlOilFild),DIRECT
EIP_LvlOilGrdtAbsOut,RESOLVED,0x4000E6D4 (EIP_LvlOilGrdtAbsOut),DIRECT
EIP_LvlOil,RESOLVED,0x4000E738 (EIP_LvlOil),DIRECT
EIP_TiElpdErrLvlOilSnsr,RESOLVED,0x4000DA5C (EIP_TiElpdErrLvlOilSnsr),DIRECT
EIP_TiElpdStrtReqSwt,RESOLVED,0x4000D954 (EIP_TiElpdStrtReqSwt),DIRECT
EIP_TiElpdDecCrsCtrlBtn,RESOLVED,0x4000E784 (EIP_TiElpdDecCrsCtrlBtn),DIRECT
EIP_TiElpdIncCrsCtrlBtn,RESOLVED,0x4000E0C8 (EIP_TiElpdIncCrsCtrlBtn),DIRECT
EIP_TiElpdHandBrkPrkg,RESOLVED,0x4000E03C (EIP_TiElpdHandBrkPrkg),DIRECT
EIP_TiElpdEngBrkReq1Btn,RESOLVED,0x4000D898 (EIP_TiElpdEngBrkReq1Btn),DIRECT
EIP_TiElpdEngBrkReq2Btn,RESOLVED,0x4000DE50 (EIP_TiElpdEngBrkReq2Btn),DIRECT
EIP_TiElpdBrkPedl,RESOLVED,0x4000E17C (EIP_TiElpdBrkPedl),DIRECT
EIP_TiElpdIgnSwt,RESOLVED,0x4000D850 (EIP_TiElpdIgnSwt),DIRECT
EIP_TiElpdCrsCtrlOnOffBtn,RESOLVED,0x4000D9AC (EIP_TiElpdCrsCtrlOnOffBtn),DIRECT
EIP_TiElpdAcvCmbtSwt,RESOLVED,0x4000E150 (EIP_TiElpdAcvCmbtSwt),DIRECT
EIP_TiElpdSpdLimrOnOffBtn,RESOLVED,0x4000E3B0 (EIP_TiElpdSpdLimrOnOffBtn),DIRECT
EIP_CanTrsmOutpShaftSpd,RESOLVED,0x4000E058 (EIP_CanTrsmOutpShaftSpd),DIRECT
EIP_CanTrsmActGearRat,RESOLVED,0x4000E168 (EIP_CanTrsmActGearRat),DIRECT
EIP_CanTrsmTqCnvrRat,RESOLVED,0x4000E334 (EIP_CanTrsmTqCnvrRat),DIRECT
EIP_CanEngReqTqHiReslFromTcu,RESOLVED,0x4000E1CC (EIP_CanEngReqTqHiReslFromTcu),DIRECT
EIP_CanEngTqReqFromTcu,RESOLVED,0x4000DDFC (EIP_CanEngTqReqFromTcu),DIRECT
EIP_CanEngSpdReqFromTcu,RESOLVED,0x4000E798 (EIP_CanEngSpdReqFromTcu),DIRECT
EIP_CanFuLvl1,RESOLVED,0x4000E960 (EIP_CanFuLvl1),DIRECT
EIP_CanEngTqReqFromAbsAsc,RESOLVED,0x4000E33C (EIP_CanEngTqReqFromAbsAsc),DIRECT
EIP_CanTrsmTqLim,RESOLVED,0x4000DAB0 (EIP_CanTrsmTqLim),DIRECT
EIP_CanEngRtdrSeln,RESOLVED,0x4000DCEC (EIP_CanEngRtdrSeln),DIRECT
EIP_TiElpdIdleMod,RESOLVED,0x4000E268 (EIP_TiElpdIdleMod),DIRECT
EIP_NCyl1Dif,RESOLVED,0x4000E080 (EIP_NCyl1Dif),DIRECT
EIP_ErrNCyl1,RESOLVED,0x4000DD44 (EIP_ErrNCyl1),DIRECT
EIP_NCyl2Dif,RESOLVED,0x4000E938 (EIP_NCyl2Dif),DIRECT
EIP_ErrNCyl2,RESOLVED,0x4000DD48 (EIP_ErrNCyl2),DIRECT
EIP_NCyl3Dif,RESOLVED,0x4000E0B0 (EIP_NCyl3Dif),DIRECT
EIP_ErrNCyl3,RESOLVED,0x4000DD4C (EIP_ErrNCyl3),DIRECT
EIP_NCyl4Dif,RESOLVED,0x4000E964 (EIP_NCyl4Dif),DIRECT
EIP_ErrNCyl4,RESOLVED,0x4000DD50 (EIP_ErrNCyl4),DIRECT
EIP_NrErrCylMisfCount,RESOLVED,0x4000E04C (EIP_NrErrCylMisfCount),DIRECT
EIP_TiElpdErrCylMisfWarn,RESOLVED,0x4000DE98 (EIP_TiElpdErrCylMisfWarn),DIRECT
EIP_TiElpdErrCylMisfRedn,RESOLVED,0x4000DB58 (EIP_TiElpdErrCylMisfRedn),DIRECT
EIP_TiElpdErrCylMisfShtdwn,RESOLVED,0x4000E7F4 (EIP_TiElpdErrCylMisfShtdwn),DIRECT
EIP_NCyl6Dif,RESOLVED,0x4000E998 (EIP_NCyl6Dif),DIRECT
EIP_ErrNCyl6,RESOLVED,0x4000DD58 (EIP_ErrNCyl6),DIRECT
EIP_NCyl5Dif,RESOLVED,0x4000E0DC (EIP_NCyl5Dif),DIRECT
EIP_ErrNCyl5,RESOLVED,0x4000DD54 (EIP_ErrNCyl5),DIRECT
EIP_NrErrInjrCount,RESOLVED,0x4000DEA8 (EIP_NrErrInjrCount),DIRECT
EIP_TiElpdErrInjrShtdwn,RESOLVED,0x4000E294 (EIP_TiElpdErrInjrShtdwn),DIRECT
DTqC_TiTrbChrgOilLeakgIdle,RESOLVED,0x4000DEE8 (DTqC_TiTrbChrgOilLeakgIdle),DIRECT
DTqC_NEngIdleGearRef,RESOLVED,0x4000E558 (DTqC_NEngIdleGearRef),DIRECT
DTqC_TCooltNEngIdleRef,RESOLVED,0x4000E870 (DTqC_TCooltNEngIdleRef),DIRECT
DTqC_TOilNEngIdleRef,RESOLVED,0x4000E528 (DTqC_TOilNEngIdleRef),DIRECT
DTqC_PAmbAirNEngIdleRef,RESOLVED,0x4000E434 (DTqC_PAmbAirNEngIdleRef),DIRECT
DTqC_SpdRefWithAccrPedl,RESOLVED,0x4000E8B0 (DTqC_SpdRefWithAccrPedl),DIRECT
DTqC_NEngIdleRef,RESOLVED,0x4000DA3C (DTqC_NEngIdleRef),DIRECT
DTqC_TqBrk,RESOLVED,0x4000E6C4 (DTqC_TqBrk),DIRECT
DTqC_TqBrkForEngDmdTq,RESOLVED,0x4000D95C (DTqC_TqBrkForEngDmdTq),DIRECT
DTqC_MaxTqAtCurrentEngSpd,RESOLVED,0x4000E050 (DTqC_MaxTqAtCurrentEngSpd),DIRECT
DTqC_MaxIndcdTqAtCurrentEngSpd,RESOLVED,0x4000E624 (DTqC_MaxIndcdTqAtCurrentEngSpd),DIRECT
DTqC_TqIndcdForEngDmdTq,RESOLVED,0x4000DA0C (DTqC_TqIndcdForEngDmdTq),DIRECT
DTqC_TqFric,RESOLVED,0x4000E3FC (DTqC_TqFric),DIRECT
DTqC_TqIndcd,RESOLVED,0x4000E1AC (DTqC_TqIndcd),DIRECT
DTqC_FricPercTq,RESOLVED,0x4000E680 (DTqC_FricPercTq),DIRECT
DTqC_DrvrDmdPercTq,RESOLVED,0x4000E244 (DTqC_DrvrDmdPercTq),DIRECT
DTqC_EngPercTqPoint1,RESOLVED,0x4000E82C (DTqC_EngPercTqPoint1),DIRECT
DTqC_EngPercTqPoint2,RESOLVED,0x4000E10C (DTqC_EngPercTqPoint2),DIRECT
DTqC_EngPercTqPoint3,RESOLVED,0x4000E834 (DTqC_EngPercTqPoint3),DIRECT
DTqC_EngPercTqPoint4,RESOLVED,0x4000E838 (DTqC_EngPercTqPoint4),DIRECT
DTqC_EngPercTqPoint5,RESOLVED,0x4000E83C (DTqC_EngPercTqPoint5),DIRECT
DTqC_CanEngDftTqLim,RESOLVED,0x4000E828 (DTqC_CanEngDftTqLim),DIRECT
DTqC_TqBrkPwrOn,RESOLVED,0x4000E1F0 (DTqC_TqBrkPwrOn),DIRECT
DTqC_TqBrkStpCtl,RESOLVED,0x4000D90C (DTqC_TqBrkStpCtl),DIRECT
DTqC_ErrNIdle,RESOLVED,0x4000DE3C (DTqC_ErrNIdle),DIRECT
DTqC_CoeffPForSpdCtlMapOut,RESOLVED,0x4000DF1C (DTqC_CoeffPForSpdCtlMapOut),DIRECT
DTqC_FacSclForPIDKpCoeff,RESOLVED,0x4000D840 (DTqC_FacSclForPIDKpCoeff),DIRECT
DTqC_CoeffPForSpdCtl,RESOLVED,0x4000DF08 (DTqC_CoeffPForSpdCtl),DIRECT
DTqC_CoeffKpOut,RESOLVED,0x4000DB9C (DTqC_CoeffKpOut),DIRECT
DTqC_CoeffKiOut,RESOLVED,0x4000E354 (DTqC_CoeffKiOut),DIRECT
DTqC_CoeffDForSpdCtlMapOut,RESOLVED,0x4000DF18 (DTqC_CoeffDForSpdCtlMapOut),DIRECT
DTqC_FacSclForPIDKdCoeff,RESOLVED,0x4000DE34 (DTqC_FacSclForPIDKdCoeff),DIRECT
DTqC_CoeffDForSpdCtl,RESOLVED,0x4000DC8C (DTqC_CoeffDForSpdCtl),DIRECT
DTqC_CoeffKdFbOut,RESOLVED,0x4000E6F4 (DTqC_CoeffKdFbOut),DIRECT
DTqC_CoeffFiltForSpdCtlMapOut,RESOLVED,0x4000E308 (DTqC_CoeffFiltForSpdCtlMapOut),DIRECT
DTqC_FacSclForPIDFiltKdCoeff,RESOLVED,0x4000D8F0 (DTqC_FacSclForPIDFiltKdCoeff),DIRECT
DTqC_CoeffFiltForSpdCtl,RESOLVED,0x4000DEBC (DTqC_CoeffFiltForSpdCtl),DIRECT
DTqC_CoeffKdOut,RESOLVED,0x4000DA6C (DTqC_CoeffKdOut),DIRECT
DTqC_CoeffKiClampPreSatOut,RESOLVED,0x4000DBE0 (DTqC_CoeffKiClampPreSatOut),DIRECT
DTqC_TqDesSatPIDMax,RESOLVED,0x4000E450 (DTqC_TqDesSatPIDMax),DIRECT
DTqC_IdleSpdCtlPIDOut,RESOLVED,0x4000D950 (DTqC_IdleSpdCtlPIDOut),DIRECT
DTqC_IdleSpdCtrlFF,RESOLVED,0x4000D998 (DTqC_IdleSpdCtrlFF),DIRECT
DTqC_IdleSpdCtlTqBrk,RESOLVED,0x4000E28C (DTqC_IdleSpdCtlTqBrk),DIRECT
DTqC_TqBrkMap1,RESOLVED,0x4000DACC (DTqC_TqBrkMap1),DIRECT
DTqC_TqBrkMap2,RESOLVED,0x4000DAD0 (DTqC_TqBrkMap2),DIRECT
DTqC_TqLimdBrk1to2Intp,RESOLVED,0x4000D9F8 (DTqC_TqLimdBrk1to2Intp),DIRECT
DTqC_TqBrkMap3,RESOLVED,0x4000DAD4 (DTqC_TqBrkMap3),DIRECT
DTqC_TqLimdBrk2To3Intp,RESOLVED,0x4000E5F0 (DTqC_TqLimdBrk2To3Intp),DIRECT
DTqC_TqLimdBrk,RESOLVED,0x4000E298 (DTqC_TqLimdBrk),DIRECT
DTqC_DynRateLimr,RESOLVED,0x4000E418 (DTqC_DynRateLimr),DIRECT
DTqC_TqCtlTqBrk,RESOLVED,0x4000E4DC (DTqC_TqCtlTqBrk),DIRECT
DTqC_CabPtoTq,RESOLVED,0x4000DCF0 (DTqC_CabPtoTq),DIRECT
DTqC_CrsCtrlTq,RESOLVED,0x4000DD0C (DTqC_CrsCtrlTq),DIRECT
DTqC_DrvrDmdTq,RESOLVED,0x4000E4AC (DTqC_DrvrDmdTq),DIRECT
DTqC_ErrNSpdReq,RESOLVED,0x4000DC04 (DTqC_ErrNSpdReq),DIRECT
DTqC_CoeffPForTSC1ReqSpdCtlMapOut,RESOLVED,0x4000E944 (DTqC_CoeffPForTSC1ReqSpdCtlMapOut),DIRECT
DTqC_CoeffPForTSC1ReqSpdCtl,RESOLVED,0x4000DB98 (DTqC_CoeffPForTSC1ReqSpdCtl),DIRECT
DTqC_CoeffDForTSC1ReqSpdCtlMapOut,RESOLVED,0x4000E968 (DTqC_CoeffDForTSC1ReqSpdCtlMapOut),DIRECT
DTqC_CoeffDForTSC1ReqSpdCtl,RESOLVED,0x4000D970 (DTqC_CoeffDForTSC1ReqSpdCtl),DIRECT
DTqC_CoeffFiltForTSC1ReqSpdCtlMapOut,RESOLVED,0x4000DFF8 (DTqC_CoeffFiltForTSC1ReqSpdCtlMapOut),DIRECT
DTqC_CoeffFiltForTSC1ReqSpdCtl,RESOLVED,0x4000DE40 (DTqC_CoeffFiltForTSC1ReqSpdCtl),DIRECT
DTqC_TSC1SpdReqTq,RESOLVED,0x4000DFD8 (DTqC_TSC1SpdReqTq),DIRECT
DTqC_TSC1SpdModTqReq,RESOLVED,0x4000E840 (DTqC_TSC1SpdModTqReq),DIRECT
DTqC_CanEngTqReqNmFromTcu,RESOLVED,0x4000E47C (DTqC_CanEngTqReqNmFromTcu),DIRECT
DTqC_TSC1TqModTqReq,RESOLVED,0x4000E638 (DTqC_TSC1TqModTqReq),DIRECT
DTqC_TqBrkMax,RESOLVED,0x4000E398 (DTqC_TqBrkMax),DIRECT
DTqC_TqBrkAtRunngMod,RESOLVED,0x4000E6E4 (DTqC_TqBrkAtRunngMod),DIRECT
DTqC_TSC1MaxEngSpd,RESOLVED,0x4000DDE0 (DTqC_TSC1MaxEngSpd),DIRECT
DTqC_NEngSoftLim,RESOLVED,0x4000DA34 (DTqC_NEngSoftLim),DIRECT
DTqC_NEngDelta,RESOLVED,0x4000DA8C (DTqC_NEngDelta),DIRECT
DTqC_CoeffPForEndSpdCtlMapOut,RESOLVED,0x4000DFC8 (DTqC_CoeffPForEndSpdCtlMapOut),DIRECT
DTqC_CoeffPForSpdCtlEndSpd,RESOLVED,0x4000E4D8 (DTqC_CoeffPForSpdCtlEndSpd),DIRECT
DTqC_CoeffKpOutEndSpd,RESOLVED,0x4000E1DC (DTqC_CoeffKpOutEndSpd),DIRECT
DTqC_CoeffKiOutEndSpd,RESOLVED,0x4000E56C (DTqC_CoeffKiOutEndSpd),DIRECT
DTqC_CoeffDForEndSpdCtlMapOut,RESOLVED,0x4000DD68 (DTqC_CoeffDForEndSpdCtlMapOut),DIRECT
DTqC_CoeffDForSpdCtlEndSpd,RESOLVED,0x4000DED4 (DTqC_CoeffDForSpdCtlEndSpd),DIRECT
DTqC_CoeffKdFbOutEndSpd,RESOLVED,0x4000E18C (DTqC_CoeffKdFbOutEndSpd),DIRECT
DTqC_CoeffFiltForEndSpdCtlMapOut,RESOLVED,0x4000DDF8 (DTqC_CoeffFiltForEndSpdCtlMapOut),DIRECT
DTqC_CoeffFiltForSpdCtlEndSpd,RESOLVED,0x4000DDB8 (DTqC_CoeffFiltForSpdCtlEndSpd),DIRECT
DTqC_CoeffKdOutEndSpd,RESOLVED,0x4000DBE4 (DTqC_CoeffKdOutEndSpd),DIRECT
DTqC_CoeffKiClampPreSatOutEndSpd,RESOLVED,0x4000D87C (DTqC_CoeffKiClampPreSatOutEndSpd),DIRECT
DTqC_TqSoftLimPID,RESOLVED,0x4000E214 (DTqC_TqSoftLimPID),DIRECT
DTqC_TqEngSpdSoftLim,RESOLVED,0x4000E5BC (DTqC_TqEngSpdSoftLim),DIRECT
DTqC_TiElpdAcvHardLimLtch,RESOLVED,0x4000E4D0 (DTqC_TiElpdAcvHardLimLtch),DIRECT
DTqC_CoeffIForEndSpdCtlMapOut,RESOLVED,0x4000D92C (DTqC_CoeffIForEndSpdCtlMapOut),DIRECT
DTqC_CoeffIForSpdCtlEndSpd,RESOLVED,0x4000DA64 (DTqC_CoeffIForSpdCtlEndSpd),DIRECT
DTqC_CoeffKiClampOutEndSpd,RESOLVED,0x4000E22C (DTqC_CoeffKiClampOutEndSpd),DIRECT
DTqC_CoeffKiClampSwtchOutEndSpd,RESOLVED,0x4000E034 (DTqC_CoeffKiClampSwtchOutEndSpd),DIRECT
DTqC_CoeffIForTSC1ReqSpdCtlMapOut,RESOLVED,0x4000E4C4 (DTqC_CoeffIForTSC1ReqSpdCtlMapOut),DIRECT
DTqC_CoeffIForTSC1ReqSpdCtl,RESOLVED,0x4000E6FC (DTqC_CoeffIForTSC1ReqSpdCtl),DIRECT
DTqC_CoeffIForSpdCtlMapOut,RESOLVED,0x4000DA9C (DTqC_CoeffIForSpdCtlMapOut),DIRECT
DTqC_FacSclForPIDKiCoeff,RESOLVED,0x4000D908 (DTqC_FacSclForPIDKiCoeff),DIRECT
DTqC_CoeffIForSpdCtl,RESOLVED,0x4000DE6C (DTqC_CoeffIForSpdCtl),DIRECT
DTqC_CoeffKiClampOut,RESOLVED,0x4000E4B4 (DTqC_CoeffKiClampOut),DIRECT
DTqC_CoeffKiClampSwtchOut,RESOLVED,0x4000E120 (DTqC_CoeffKiClampSwtchOut),DIRECT
CrsCtrl_ErrVehVRef,RESOLVED,0x4000E0D0 (CrsCtrl_ErrVehVRef),DIRECT
CrsCtrl_EngBrkLvl,RESOLVED,0x4000E12C (CrsCtrl_EngBrkLvl),DIRECT
CrsCtrl_CrsCtrlTq,RESOLVED,0x4000D8E0 (CrsCtrl_CrsCtrlTq),DIRECT
CrsCtrl_TiElpdEngBrkLvl2Actvn,RESOLVED,0x4000E130 (CrsCtrl_TiElpdEngBrkLvl2Actvn),DIRECT
CrsCtrl_TiElpdEngBrkLvl1Actvn,RESOLVED,0x4000E790 (CrsCtrl_TiElpdEngBrkLvl1Actvn),DIRECT
CrsCtrl_TarSpd,RESOLVED,0x4000E124 (CrsCtrl_TarSpd),DIRECT
CrsCtrl_CoeffDForVVehCtl,RESOLVED,0x4000DDAC (CrsCtrl_CoeffDForVVehCtl),DIRECT
CrsCtrl_CoeffKdFbOut,RESOLVED,0x4000E154 (CrsCtrl_CoeffKdFbOut),DIRECT
CrsCtrl_CoeffFiltForVVehCtl,RESOLVED,0x4000E55C (CrsCtrl_CoeffFiltForVVehCtl),DIRECT
CrsCtrl_CoeffKdOut,RESOLVED,0x4000DFA8 (CrsCtrl_CoeffKdOut),DIRECT
CrsCtrl_CoeffPForVVehCtl,RESOLVED,0x4000DCE8 (CrsCtrl_CoeffPForVVehCtl),DIRECT
CrsCtrl_CoeffKpOut,RESOLVED,0x4000E79C (CrsCtrl_CoeffKpOut),DIRECT
CrsCtrl_CoeffKiClampPreSatOut,RESOLVED,0x4000D9E4 (CrsCtrl_CoeffKiClampPreSatOut),DIRECT
CrsCtrl_SatPIDMax,RESOLVED,0x4000D974 (CrsCtrl_SatPIDMax),DIRECT
CrsCtrl_PIDOutCrsCtrlTq,RESOLVED,0x4000E43C (CrsCtrl_PIDOutCrsCtrlTq),DIRECT
CrsCtrl_TrfCaseStsFac,RESOLVED,0x4000D960 (CrsCtrl_TrfCaseStsFac),DIRECT
CrsCtrl_TrsmTqCnvrRatFac,RESOLVED,0x4000E0F4 (CrsCtrl_TrsmTqCnvrRatFac),DIRECT
CrsCtrl_CoeffIForVVehCtl,RESOLVED,0x4000E534 (CrsCtrl_CoeffIForVVehCtl),DIRECT
CrsCtrl_CoeffKiClampOut,RESOLVED,0x4000E924 (CrsCtrl_CoeffKiClampOut),DIRECT
CrsCtrl_ActvCrsCtrl,RESOLVED,0x4000E8D4 (CrsCtrl_ActvCrsCtrl),DIRECT
CrsCtrl_TarSpdPre,RESOLVED,0x4000E32C (CrsCtrl_TarSpdPre),DIRECT
SpdLimr_SpdLimrModSt,RESOLVED,0x4000DF44 (SpdLimr_SpdLimrModSt),DIRECT
EMS_ModEngCtlSt,RESOLVED,0x4000DFF0 (EMS_ModEngCtlSt),DIRECT
