ParameterName,Result,AddressOrKey
EOP_CanEngPercTqPoint2,RESOLVED,0x4000E194 (via EOP_CanEngPercTqPoint2)
EOP_CanEngPercTqPoint1,RESOLVED,0x4000E190 (via EOP_CanEngPercTqPoint1)
EOP_CanEngSpdPoint7,RESOLVED,0x4000D88C (via EOP_CanEngSpdPoint7)
EOP_CanEngSpdPoint6,RESOLVED,0x4000E324 (via EOP_CanEngSpdPoint6)
EOP_CanEngSpdPoint5,RESOLVED,0x4000E320 (via EOP_CanEngSpdPoint5)
EOP_CanEngSpdPoint4,RESOLVED,0x4000E564 (via EOP_CanEngSpdPoint4)
EOP_CanEngSpdPoint3,RESOLVED,0x4000E560 (via EOP_CanEngSpdPoint3)
EOP_CanEngSpdPoint2,RESOLVED,0x4000E318 (via EOP_CanEngSpdPoint2)
EOP_CanActEngBrkPercTq,RESOLVED,0x4000E36C (via EOP_CanActEngBrkPercTq)
EOP_CanNomFricPercTq,RESOLVED,0x4000E804 (via EOP_CanNomFricPercTq)
EOP_CanDrvrDmdPercTq,RESOLVED,0x4000E44C (via EOP_CanDrvrDmdPercTq)
EOP_CanEngParasiticLoss,RESOLVED,0x4000DEC8 (via EOP_CanEngParasiticLoss)
EOP_CanEngTotFuQnty,RESOLVED,0x4000E3A8 (via EOP_CanEngTotFuQnty)
EOP_CanEngHr,RESOLVED,0x4000E3A0 (via EOP_CanEngHr)
EOP_CanEngDmdPercTq,RESOLVED,0x4000DD20 (via EOP_CanEngDmdPercTq)
EOP_CanEngSpd,RESOLVED,0x4000E42C (via EOP_CanEngSpd)
EOP_CanEngRatedSpd,RESOLVED,0x4000E004 (via EOP_CanEngRatedSpd)
EOP_CanEngSpdPoint1,RESOLVED,0x4000E314 (via EOP_CanEngSpdPoint1)
EOP_CanEngDftTqLim,RESOLVED,0x4000D878 (via EOP_CanEngDftTqLim)
EOP_CanEngFuRate,RESOLVED,0x4000D828 (via EOP_CanEngFuRate)
EOP_CanTOil,RESOLVED,0x4000E030 (via EOP_CanTOil)
EOP_CanTFu,RESOLVED,0x4000E978 (via EOP_CanTFu)
EOP_CanActMaxAvlEngBrkPercTq,RESOLVED,0x4000E66C (via EOP_CanActMaxAvlEngBrkPercTq)
EOP_CanDrvrDmdEngBrkPercTq,RESOLVED,0x4000E29C (via EOP_CanDrvrDmdEngBrkPercTq)
EOP_CanTAmbAir,RESOLVED,0x4000E45C (via EOP_CanTAmbAir)
EOP_CanBattVolt1,RESOLVED,0x4000DD1C (via EOP_CanBattVolt1)
EOP_CanEngRatedPwr,RESOLVED,0x4000E010 (via EOP_CanEngRatedPwr)
EOP_CanTCoolt,RESOLVED,0x4000E5C4 (via EOP_CanTCoolt)
EOP_CanTAirBoost,RESOLVED,0x4000E228 (via EOP_CanTAirBoost)
EOP_CanTAirBoostHiResl,RESOLVED,0x4000DBF0 (via EOP_CanTAirBoostHiResl)
EOP_CanPRail,RESOLVED,0x4000E2A0 (via EOP_CanPRail)
EOP_CanSoiMaiInj,RESOLVED,0x4000E420 (via EOP_CanSoiMaiInj)
EOP_CanPosOfWg1,RESOLVED,0x4000DC14 (via EOP_CanPosOfWg1)
EOP_CanTEcu,RESOLVED,0x4000E5F4 (via EOP_CanTEcu)
EOP_CanPBaro,RESOLVED,0x4000E0EC (via EOP_CanPBaro)
EOP_CanPAirBoost,RESOLVED,0x4000DD04 (via EOP_CanPAirBoost)
EOP_CanPOil,RESOLVED,0x4000DEC4 (via EOP_CanPOil)
EOP_SoiPltInj1,RESOLVED,0x4000DE08 (via EOP_SoiPltInj1)
EOP_SoiPltInj2,RESOLVED,0x4000E890 (via EOP_SoiPltInj2)
EOP_SoiPltInj3,RESOLVED,0x4000E894 (via EOP_SoiPltInj3)
EOP_SoiPltInj4,RESOLVED,0x4000E898 (via EOP_SoiPltInj4)
EOP_SoiPltInj5,RESOLVED,0x4000E89C (via EOP_SoiPltInj5)
EOP_SoiPltInj6,RESOLVED,0x4000E8A0 (via EOP_SoiPltInj6)
EOP_SoiMaiInj1,RESOLVED,0x4000E510 (via EOP_SoiMaiInj1)
EOP_SoiMaiInj2,RESOLVED,0x4000E65C (via EOP_SoiMaiInj2)
EOP_SoiMaiInj3,RESOLVED,0x4000E518 (via EOP_SoiMaiInj3)
EOP_SoiMaiInj4,RESOLVED,0x4000E51C (via EOP_SoiMaiInj4)
EOP_SoiMaiInj5,RESOLVED,0x4000E520 (via EOP_SoiMaiInj5)
EOP_SoiMaiInj6,RESOLVED,0x4000E524 (via EOP_SoiMaiInj6)
EOP_DurPltInj1,RESOLVED,0x4000D8C0 (via EOP_DurPltInj1)
EOP_DurPltInj2,RESOLVED,0x4000E38C (via EOP_DurPltInj2)
EOP_DurPltInj3,RESOLVED,0x4000E390 (via EOP_DurPltInj3)
EOP_DurPltInj4,RESOLVED,0x4000E394 (via EOP_DurPltInj4)
EOP_DurPltInj5,RESOLVED,0x4000E240 (via EOP_DurPltInj5)
EOP_DurPltInj6,RESOLVED,0x4000DA78 (via EOP_DurPltInj6)
EOP_DurMaiInj1,RESOLVED,0x4000DB08 (via EOP_DurMaiInj1)
EOP_DurMaiInj2,RESOLVED,0x4000DA80 (via EOP_DurMaiInj2)
EOP_DurMaiInj3,RESOLVED,0x4000DA84 (via EOP_DurMaiInj3)
EOP_DurMaiInj4,RESOLVED,0x4000DB10 (via EOP_DurMaiInj4)
EOP_DurMaiInj5,RESOLVED,0x4000DB14 (via EOP_DurMaiInj5)
EOP_DurMaiInj6,RESOLVED,0x4000DB18 (via EOP_DurMaiInj6)
EOP_FuCns,RESOLVED,0x4000E574 (via EOP_FuCns)
EOP_Trip,RESOLVED,0x4000E0AC (via EOP_Trip)
EOP_EngHr,RESOLVED,0x4000DD9C (via EOP_EngHr)
EOP_DstTrvldInKm,RESOLVED,0x4000E1E4 (via EOP_DstTrvldInKm)
EOP_EngDftTqLim,RESOLVED,0x4000E000 (via EOP_EngDftTqLim)
EOP_VCVReq,RESOLVED,0x4000E23C (via EOP_VCVReq)
EOP_VCVDynRateLimr,RESOLVED,0x4000E018 (via EOP_VCVDynRateLimr)
EOP_IRefVCV,RESOLVED,0x4000E71C (via EOP_IRefVCV)
EOP_IRefPCV,RESOLVED,0x4000E250 (via EOP_IRefPCV)
EOP_DutyVlvReq,RESOLVED,0x4000DF64 (via EOP_DutyVlvReq)
EMS_ModEngCtl,RESOLVED,0x4000D818 (via EMS_ModEngCtl)
EIP_EngSpdDerivative,RESOLVED,0x4000DA18 (via EIP_EngSpdDerivative)
EIP_PRailDerivative,RESOLVED,0x4000E35C (via EIP_PRailDerivative)
EIP_PRailRefDerivative,RESOLVED,0x4000DE20 (via EIP_PRailRefDerivative)
EIP_PAirBoostDerivative,RESOLVED,0x4000D968 (via EIP_PAirBoostDerivative)
EIP_PAirBoostRefDerivative,RESOLVED,0x4000D8BC (via EIP_PAirBoostRefDerivative)
EIP_PercgAccrDerivative,RESOLVED,0x4000E588 (via EIP_PercgAccrDerivative)
EIP_UClmp30Fild,RESOLVED,0x4000E8B4 (via EIP_UClmp30Fild)
EIP_UClmp30GrdtAbsOut,RESOLVED,0x4000E184 (via EIP_UClmp30GrdtAbsOut)
EIP_TiElpdErrUClmp30,RESOLVED,0x4000E7E8 (via EIP_TiElpdErrUClmp30)
EIP_UClmp30,RESOLVED,0x4000DB04 (via EIP_UClmp30)
EIP_DstTrvldInMtr,RESOLVED,0x4000E8A4 (via EIP_DstTrvldInMtr)
EIP_DstTrvldInKm,RESOLVED,0x4000E5D0 (via EIP_DstTrvldInKm)
EIP_EngTiCalcn,RESOLVED,0x4000E498 (via EIP_EngTiCalcn)
EIP_EngHr,RESOLVED,0x4000E21C (via EIP_EngHr)
EIP_VehV,RESOLVED,0x4000DBFC (via EIP_VehV)
EIP_GridHeatrRlyFb,RESOLVED,0x4000DB5C (via EIP_GridHeatrRlyFb)
EIP_PAirBoostFild,RESOLVED,0x4000E304 (via EIP_PAirBoostFild)
EIP_PAirBoostGrdtAbsOut,RESOLVED,0x4000E8D8 (via EIP_PAirBoostGrdtAbsOut)
EIP_PAirBoost,RESOLVED,0x4000DCD8 (via EIP_PAirBoost)
EIP_TiElpdErrPAirBoostSnsr,RESOLVED,0x4000D934 (via EIP_TiElpdErrPAirBoostSnsr)
EIP_PAmbAirFild,RESOLVED,0x4000DF28 (via EIP_PAmbAirFild)
EIP_PAmbAirGrdtAbsOut,RESOLVED,0x4000DF54 (via EIP_PAmbAirGrdtAbsOut)
EIP_TiElpdErrPAmbAirSnsr,RESOLVED,0x4000DE38 (via EIP_TiElpdErrPAmbAirSnsr)
EIP_PAmbAir,RESOLVED,0x4000E52C (via EIP_PAmbAir)
EIP_PRailFild,RESOLVED,0x4000DF68 (via EIP_PRailFild)
EIP_PRailGrdtAbsOut,RESOLVED,0x4000DC9C (via EIP_PRailGrdtAbsOut)
EIP_PFuFild,RESOLVED,0x4000DCE4 (via EIP_PFuFild)
EIP_PFuGrdtAbsOut,RESOLVED,0x4000D9E8 (via EIP_PFuGrdtAbsOut)
EIP_POilFild,RESOLVED,0x4000E95C (via EIP_POilFild)
EIP_POilGrdtAbsOut,RESOLVED,0x4000DBC4 (via EIP_POilGrdtAbsOut)
EIP_POil,RESOLVED,0x4000E5C0 (via EIP_POil)
EIP_TiElpdErrPOilSnsr,RESOLVED,0x4000D8B0 (via EIP_TiElpdErrPOilSnsr)
EIP_PFu,RESOLVED,0x4000E544 (via EIP_PFu)
EIP_TiElpdErrPFuSnsr,RESOLVED,0x4000D884 (via EIP_TiElpdErrPFuSnsr)
EIP_PRail,RESOLVED,0x4000E27C (via EIP_PRail)
EIP_TiElpdErrPRailSnsr,RESOLVED,0x4000E1F4 (via EIP_TiElpdErrPRailSnsr)
EIP_PercgAccr2,RESOLVED,0x4000DA20 (via EIP_PercgAccr2)
EIP_PercgAccr1,RESOLVED,0x4000DA2C (via EIP_PercgAccr1)
EIP_PercgAccrDiff,RESOLVED,0x4000E954 (via EIP_PercgAccrDiff)
EIP_PercgAccr,RESOLVED,0x4000E5AC (via EIP_PercgAccr)
EIP_StAccr,RESOLVED,0x4000E708 (via EIP_StAccr)
EIP_TiElpdErrAccrDervDiffLo,RESOLVED,0x4000DCF4 (via EIP_TiElpdErrAccrDervDiffLo)
EIP_TiElpdErrAccrDervDiffHi,RESOLVED,0x4000DA70 (via EIP_TiElpdErrAccrDervDiffHi)
EIP_TiElpdErrAccrDiff,RESOLVED,0x4000E778 (via EIP_TiElpdErrAccrDiff)
EIP_NEng,RESOLVED,0x4000E848 (via EIP_NEng)
EIP_TiElpdNEngAcvEmgcyShtdwnForOvspd,RESOLVED,0x4000DC24 (via EIP_TiElpdNEngAcvEmgcyShtdwnForOvspd)
EIP_CrnksftSpd,RESOLVED,0x4000E5B4 (via EIP_CrnksftSpd)
EIP_CamsftSpd,RESOLVED,0x4000DEE4 (via EIP_CamsftSpd)
EIP_FuelCnsMem,RESOLVED,0x4000DB84 (via EIP_FuelCnsMem)
EIP_TripMem,RESOLVED,0x4000DE88 (via EIP_TripMem)
EIP_DstTrvldMem,RESOLVED,0x4000DD2C (via EIP_DstTrvldMem)
EIP_EngHrMem,RESOLVED,0x4000DAF0 (via EIP_EngHrMem)
EIP_TAirBoostFild,RESOLVED,0x4000DBB8 (via EIP_TAirBoostFild)
EIP_TAirBoostGrdtAbsOut,RESOLVED,0x4000E0BC (via EIP_TAirBoostGrdtAbsOut)
EIP_TAirBoost,RESOLVED,0x4000DAB8 (via EIP_TAirBoost)
EIP_TiElpdErrTAirBoostSnsr,RESOLVED,0x4000D91C (via EIP_TiElpdErrTAirBoostSnsr)
EIP_TOilFild,RESOLVED,0x4000DBA8 (via EIP_TOilFild)
EIP_TOilGrdtAbsOut,RESOLVED,0x4000DD60 (via EIP_TOilGrdtAbsOut)
EIP_TCooltFild,RESOLVED,0x4000E57C (via EIP_TCooltFild)
EIP_TiElpdErrTOilSnsr,RESOLVED,0x4000E224 (via EIP_TiElpdErrTOilSnsr)
EIP_TCooltGrdtAbsOut,RESOLVED,0x4000D810 (via EIP_TCooltGrdtAbsOut)
EIP_TOilFromTCoolt,RESOLVED,0x4000D848 (via EIP_TOilFromTCoolt)
EIP_TOil,RESOLVED,0x4000E620 (via EIP_TOil)
EIP_TCooltFromTOil,RESOLVED,0x4000DEA4 (via EIP_TCooltFromTOil)
EIP_TCoolt,RESOLVED,0x4000E4A4 (via EIP_TCoolt)
EIP_TiElpdErrTCooltSnsr,RESOLVED,0x4000E0A8 (via EIP_TiElpdErrTCooltSnsr)
EIP_TFuFild,RESOLVED,0x4000E388 (via EIP_TFuFild)
EIP_TFuGrdtAbsOut,RESOLVED,0x4000E914 (via EIP_TFuGrdtAbsOut)
EIP_TEcuFild,RESOLVED,0x4000E3AC (via EIP_TEcuFild)
EIP_TEcuGrdtAbsOut,RESOLVED,0x4000DE28 (via EIP_TEcuGrdtAbsOut)
EIP_TAmbAirFild,RESOLVED,0x4000E2EC (via EIP_TAmbAirFild)
EIP_TAmbAirGrdtAbsOut,RESOLVED,0x4000DCDC (via EIP_TAmbAirGrdtAbsOut)
EIP_TAmbAir,RESOLVED,0x4000E5A0 (via EIP_TAmbAir)
EIP_TiElpdErrTAmbAirSnsr,RESOLVED,0x4000E1FC (via EIP_TiElpdErrTAmbAirSnsr)
EIP_TEcu,RESOLVED,0x4000E980 (via EIP_TEcu)
EIP_TiElpdErrTEcuSnsr,RESOLVED,0x4000DE84 (via EIP_TiElpdErrTEcuSnsr)
EIP_TFu,RESOLVED,0x4000DF70 (via EIP_TFu)
EIP_TiEpldErrTFuSnsr,RESOLVED,0x4000DAA4 (via EIP_TiEpldErrTFuSnsr)
EIP_LvlOilFild,RESOLVED,0x4000DF80 (via EIP_LvlOilFild)
EIP_LvlOilGrdtAbsOut,RESOLVED,0x4000E6D4 (via EIP_LvlOilGrdtAbsOut)
EIP_LvlOil,RESOLVED,0x4000E738 (via EIP_LvlOil)
EIP_TiElpdErrLvlOilSnsr,RESOLVED,0x4000DA5C (via EIP_TiElpdErrLvlOilSnsr)
EIP_TiElpdStrtReqSwt,RESOLVED,0x4000D954 (via EIP_TiElpdStrtReqSwt)
EIP_TiElpdDecCrsCtrlBtn,RESOLVED,0x4000E784 (via EIP_TiElpdDecCrsCtrlBtn)
EIP_TiElpdIncCrsCtrlBtn,RESOLVED,0x4000E0C8 (via EIP_TiElpdIncCrsCtrlBtn)
EIP_TiElpdHandBrkPrkg,RESOLVED,0x4000E03C (via EIP_TiElpdHandBrkPrkg)
EIP_TiElpdEngBrkReq1Btn,RESOLVED,0x4000D898 (via EIP_TiElpdEngBrkReq1Btn)
EIP_TiElpdEngBrkReq2Btn,RESOLVED,0x4000DE50 (via EIP_TiElpdEngBrkReq2Btn)
EIP_TiElpdBrkPedl,RESOLVED,0x4000E17C (via EIP_TiElpdBrkPedl)
EIP_TiElpdIgnSwt,RESOLVED,0x4000D850 (via EIP_TiElpdIgnSwt)
EIP_TiElpdCrsCtrlOnOffBtn,RESOLVED,0x4000D9AC (via EIP_TiElpdCrsCtrlOnOffBtn)
EIP_TiElpdAcvCmbtSwt,RESOLVED,0x4000E150 (via EIP_TiElpdAcvCmbtSwt)
EIP_TiElpdSpdLimrOnOffBtn,RESOLVED,0x4000E3B0 (via EIP_TiElpdSpdLimrOnOffBtn)
EIP_CanTrsmOutpShaftSpd,RESOLVED,0x4000E058 (via EIP_CanTrsmOutpShaftSpd)
EIP_CanTrsmActGearRat,RESOLVED,0x4000E168 (via EIP_CanTrsmActGearRat)
EIP_CanTrsmTqCnvrRat,RESOLVED,0x4000E334 (via EIP_CanTrsmTqCnvrRat)
EIP_CanEngReqTqHiReslFromTcu,RESOLVED,0x4000E1CC (via EIP_CanEngReqTqHiReslFromTcu)
EIP_CanEngTqReqFromTcu,RESOLVED,0x4000DDFC (via EIP_CanEngTqReqFromTcu)
EIP_CanEngSpdReqFromTcu,RESOLVED,0x4000E798 (via EIP_CanEngSpdReqFromTcu)
EIP_CanFuLvl1,RESOLVED,0x4000E960 (via EIP_CanFuLvl1)
EIP_CanEngTqReqFromAbsAsc,RESOLVED,0x4000E33C (via EIP_CanEngTqReqFromAbsAsc)
EIP_CanTrsmTqLim,RESOLVED,0x4000DAB0 (via EIP_CanTrsmTqLim)
EIP_CanEngRtdrSeln,RESOLVED,0x4000DCEC (via EIP_CanEngRtdrSeln)
EIP_TiElpdIdleMod,RESOLVED,0x4000E268 (via EIP_TiElpdIdleMod)
EIP_NCyl1Dif,RESOLVED,0x4000E080 (via EIP_NCyl1Dif)
EIP_ErrNCyl1,RESOLVED,0x4000DD44 (via EIP_ErrNCyl1)
EIP_NCyl2Dif,RESOLVED,0x4000E938 (via EIP_NCyl2Dif)
EIP_ErrNCyl2,RESOLVED,0x4000DD48 (via EIP_ErrNCyl2)
EIP_NCyl3Dif,RESOLVED,0x4000E0B0 (via EIP_NCyl3Dif)
EIP_ErrNCyl3,RESOLVED,0x4000DD4C (via EIP_ErrNCyl3)
EIP_NCyl4Dif,RESOLVED,0x4000E964 (via EIP_NCyl4Dif)
EIP_ErrNCyl4,RESOLVED,0x4000DD50 (via EIP_ErrNCyl4)
EIP_NrErrCylMisfCount,RESOLVED,0x4000E04C (via EIP_NrErrCylMisfCount)
EIP_TiElpdErrCylMisfWarn,RESOLVED,0x4000DE98 (via EIP_TiElpdErrCylMisfWarn)
EIP_TiElpdErrCylMisfRedn,RESOLVED,0x4000DB58 (via EIP_TiElpdErrCylMisfRedn)
EIP_TiElpdErrCylMisfShtdwn,RESOLVED,0x4000E7F4 (via EIP_TiElpdErrCylMisfShtdwn)
EIP_NCyl6Dif,RESOLVED,0x4000E998 (via EIP_NCyl6Dif)
EIP_ErrNCyl6,RESOLVED,0x4000DD58 (via EIP_ErrNCyl6)
EIP_NCyl5Dif,RESOLVED,0x4000E0DC (via EIP_NCyl5Dif)
EIP_ErrNCyl5,RESOLVED,0x4000DD54 (via EIP_ErrNCyl5)
EIP_NrErrInjrCount,RESOLVED,0x4000DEA8 (via EIP_NrErrInjrCount)
EIP_TiElpdErrInjrShtdwn,RESOLVED,0x4000E294 (via EIP_TiElpdErrInjrShtdwn)
DTqC_TiTrbChrgOilLeakgIdle,RESOLVED,0x4000DEE8 (via DTqC_TiTrbChrgOilLeakgIdle)
DTqC_NEngIdleGearRef,RESOLVED,0x4000E558 (via DTqC_NEngIdleGearRef)
DTqC_TCooltNEngIdleRef,RESOLVED,0x4000E870 (via DTqC_TCooltNEngIdleRef)
DTqC_TOilNEngIdleRef,RESOLVED,0x4000E528 (via DTqC_TOilNEngIdleRef)
DTqC_PAmbAirNEngIdleRef,RESOLVED,0x4000E434 (via DTqC_PAmbAirNEngIdleRef)
DTqC_SpdRefWithAccrPedl,RESOLVED,0x4000E8B0 (via DTqC_SpdRefWithAccrPedl)
DTqC_NEngIdleRef,RESOLVED,0x4000DA3C (via DTqC_NEngIdleRef)
DTqC_TqBrk,RESOLVED,0x4000E6C4 (via DTqC_TqBrk)
DTqC_TqBrkForEngDmdTq,RESOLVED,0x4000D95C (via DTqC_TqBrkForEngDmdTq)
DTqC_MaxTqAtCurrentEngSpd,RESOLVED,0x4000E050 (via DTqC_MaxTqAtCurrentEngSpd)
DTqC_MaxIndcdTqAtCurrentEngSpd,RESOLVED,0x4000E624 (via DTqC_MaxIndcdTqAtCurrentEngSpd)
DTqC_TqIndcdForEngDmdTq,RESOLVED,0x4000DA0C (via DTqC_TqIndcdForEngDmdTq)
DTqC_TqFric,RESOLVED,0x4000E3FC (via DTqC_TqFric)
DTqC_TqIndcd,RESOLVED,0x4000E1AC (via DTqC_TqIndcd)
DTqC_FricPercTq,RESOLVED,0x4000E680 (via DTqC_FricPercTq)
DTqC_DrvrDmdPercTq,RESOLVED,0x4000E244 (via DTqC_DrvrDmdPercTq)
DTqC_EngPercTqPoint1,RESOLVED,0x4000E82C (via DTqC_EngPercTqPoint1)
DTqC_EngPercTqPoint2,RESOLVED,0x4000E10C (via DTqC_EngPercTqPoint2)
DTqC_EngPercTqPoint3,RESOLVED,0x4000E834 (via DTqC_EngPercTqPoint3)
DTqC_EngPercTqPoint4,RESOLVED,0x4000E838 (via DTqC_EngPercTqPoint4)
DTqC_EngPercTqPoint5,RESOLVED,0x4000E83C (via DTqC_EngPercTqPoint5)
DTqC_CanEngDftTqLim,RESOLVED,0x4000E828 (via DTqC_CanEngDftTqLim)
DTqC_TqBrkPwrOn,RESOLVED,0x4000E1F0 (via DTqC_TqBrkPwrOn)
DTqC_TqBrkStpCtl,RESOLVED,0x4000D90C (via DTqC_TqBrkStpCtl)
DTqC_ErrNIdle,RESOLVED,0x4000DE3C (via DTqC_ErrNIdle)
DTqC_CoeffPForSpdCtlMapOut,RESOLVED,0x4000DF1C (via DTqC_CoeffPForSpdCtlMapOut)
DTqC_FacSclForPIDKpCoeff,RESOLVED,0x4000D840 (via DTqC_FacSclForPIDKpCoeff)
DTqC_CoeffPForSpdCtl,RESOLVED,0x4000DF08 (via DTqC_CoeffPForSpdCtl)
DTqC_CoeffKpOut,RESOLVED,0x4000DB9C (via DTqC_CoeffKpOut)
DTqC_CoeffKiOut,RESOLVED,0x4000E354 (via DTqC_CoeffKiOut)
DTqC_CoeffDForSpdCtlMapOut,RESOLVED,0x4000DF18 (via DTqC_CoeffDForSpdCtlMapOut)
DTqC_FacSclForPIDKdCoeff,RESOLVED,0x4000DE34 (via DTqC_FacSclForPIDKdCoeff)
DTqC_CoeffDForSpdCtl,RESOLVED,0x4000DC8C (via DTqC_CoeffDForSpdCtl)
DTqC_CoeffKdFbOut,RESOLVED,0x4000E6F4 (via DTqC_CoeffKdFbOut)
DTqC_CoeffFiltForSpdCtlMapOut,RESOLVED,0x4000E308 (via DTqC_CoeffFiltForSpdCtlMapOut)
DTqC_FacSclForPIDFiltKdCoeff,RESOLVED,0x4000D8F0 (via DTqC_FacSclForPIDFiltKdCoeff)
DTqC_CoeffFiltForSpdCtl,RESOLVED,0x4000DEBC (via DTqC_CoeffFiltForSpdCtl)
DTqC_CoeffKdOut,RESOLVED,0x4000DA6C (via DTqC_CoeffKdOut)
DTqC_CoeffKiClampPreSatOut,RESOLVED,0x4000DBE0 (via DTqC_CoeffKiClampPreSatOut)
DTqC_TqDesSatPIDMax,RESOLVED,0x4000E450 (via DTqC_TqDesSatPIDMax)
DTqC_IdleSpdCtlPIDOut,RESOLVED,0x4000D950 (via DTqC_IdleSpdCtlPIDOut)
DTqC_IdleSpdCtrlFF,RESOLVED,0x4000D998 (via DTqC_IdleSpdCtrlFF)
DTqC_IdleSpdCtlTqBrk,RESOLVED,0x4000E28C (via DTqC_IdleSpdCtlTqBrk)
DTqC_TqBrkMap1,RESOLVED,0x4000DACC (via DTqC_TqBrkMap1)
DTqC_TqBrkMap2,RESOLVED,0x4000DAD0 (via DTqC_TqBrkMap2)
DTqC_TqLimdBrk1to2Intp,RESOLVED,0x4000D9F8 (via DTqC_TqLimdBrk1to2Intp)
DTqC_TqBrkMap3,RESOLVED,0x4000DAD4 (via DTqC_TqBrkMap3)
DTqC_TqLimdBrk2To3Intp,RESOLVED,0x4000E5F0 (via DTqC_TqLimdBrk2To3Intp)
DTqC_TqLimdBrk,RESOLVED,0x4000E298 (via DTqC_TqLimdBrk)
DTqC_DynRateLimr,RESOLVED,0x4000E418 (via DTqC_DynRateLimr)
DTqC_TqCtlTqBrk,RESOLVED,0x4000E4DC (via DTqC_TqCtlTqBrk)
DTqC_CabPtoTq,RESOLVED,0x4000DCF0 (via DTqC_CabPtoTq)
DTqC_CrsCtrlTq,RESOLVED,0x4000DD0C (via DTqC_CrsCtrlTq)
DTqC_DrvrDmdTq,RESOLVED,0x4000E4AC (via DTqC_DrvrDmdTq)
DTqC_ErrNSpdReq,RESOLVED,0x4000DC04 (via DTqC_ErrNSpdReq)
DTqC_CoeffPForTSC1ReqSpdCtlMapOut,RESOLVED,0x4000E944 (via DTqC_CoeffPForTSC1ReqSpdCtlMapOut)
DTqC_CoeffPForTSC1ReqSpdCtl,RESOLVED,0x4000DB98 (via DTqC_CoeffPForTSC1ReqSpdCtl)
DTqC_CoeffDForTSC1ReqSpdCtlMapOut,RESOLVED,0x4000E968 (via DTqC_CoeffDForTSC1ReqSpdCtlMapOut)
DTqC_CoeffDForTSC1ReqSpdCtl,RESOLVED,0x4000D970 (via DTqC_CoeffDForTSC1ReqSpdCtl)
DTqC_CoeffFiltForTSC1ReqSpdCtlMapOut,RESOLVED,0x4000DFF8 (via DTqC_CoeffFiltForTSC1ReqSpdCtlMapOut)
DTqC_CoeffFiltForTSC1ReqSpdCtl,RESOLVED,0x4000DE40 (via DTqC_CoeffFiltForTSC1ReqSpdCtl)
DTqC_TSC1SpdReqTq,RESOLVED,0x4000DFD8 (via DTqC_TSC1SpdReqTq)
DTqC_TSC1SpdModTqReq,RESOLVED,0x4000E840 (via DTqC_TSC1SpdModTqReq)
DTqC_CanEngTqReqNmFromTcu,RESOLVED,0x4000E47C (via DTqC_CanEngTqReqNmFromTcu)
DTqC_TSC1TqModTqReq,RESOLVED,0x4000E638 (via DTqC_TSC1TqModTqReq)
DTqC_TqBrkMax,RESOLVED,0x4000E398 (via DTqC_TqBrkMax)
DTqC_TqBrkAtRunngMod,RESOLVED,0x4000E6E4 (via DTqC_TqBrkAtRunngMod)
DTqC_TSC1MaxEngSpd,RESOLVED,0x4000DDE0 (via DTqC_TSC1MaxEngSpd)
DTqC_NEngSoftLim,RESOLVED,0x4000DA34 (via DTqC_NEngSoftLim)
DTqC_NEngDelta,RESOLVED,0x4000DA8C (via DTqC_NEngDelta)
DTqC_CoeffPForEndSpdCtlMapOut,RESOLVED,0x4000DFC8 (via DTqC_CoeffPForEndSpdCtlMapOut)
DTqC_CoeffPForSpdCtlEndSpd,RESOLVED,0x4000E4D8 (via DTqC_CoeffPForSpdCtlEndSpd)
DTqC_CoeffKpOutEndSpd,RESOLVED,0x4000E1DC (via DTqC_CoeffKpOutEndSpd)
DTqC_CoeffKiOutEndSpd,RESOLVED,0x4000E56C (via DTqC_CoeffKiOutEndSpd)
DTqC_CoeffDForEndSpdCtlMapOut,RESOLVED,0x4000DD68 (via DTqC_CoeffDForEndSpdCtlMapOut)
DTqC_CoeffDForSpdCtlEndSpd,RESOLVED,0x4000DED4 (via DTqC_CoeffDForSpdCtlEndSpd)
DTqC_CoeffKdFbOutEndSpd,RESOLVED,0x4000E18C (via DTqC_CoeffKdFbOutEndSpd)
DTqC_CoeffFiltForEndSpdCtlMapOut,RESOLVED,0x4000DDF8 (via DTqC_CoeffFiltForEndSpdCtlMapOut)
DTqC_CoeffFiltForSpdCtlEndSpd,RESOLVED,0x4000DDB8 (via DTqC_CoeffFiltForSpdCtlEndSpd)
DTqC_CoeffKdOutEndSpd,RESOLVED,0x4000DBE4 (via DTqC_CoeffKdOutEndSpd)
DTqC_CoeffKiClampPreSatOutEndSpd,RESOLVED,0x4000D87C (via DTqC_CoeffKiClampPreSatOutEndSpd)
DTqC_TqSoftLimPID,RESOLVED,0x4000E214 (via DTqC_TqSoftLimPID)
DTqC_TqEngSpdSoftLim,RESOLVED,0x4000E5BC (via DTqC_TqEngSpdSoftLim)
DTqC_TiElpdAcvHardLimLtch,RESOLVED,0x4000E4D0 (via DTqC_TiElpdAcvHardLimLtch)
DTqC_CoeffIForEndSpdCtlMapOut,RESOLVED,0x4000D92C (via DTqC_CoeffIForEndSpdCtlMapOut)
DTqC_CoeffIForSpdCtlEndSpd,RESOLVED,0x4000DA64 (via DTqC_CoeffIForSpdCtlEndSpd)
DTqC_CoeffKiClampOutEndSpd,RESOLVED,0x4000E22C (via DTqC_CoeffKiClampOutEndSpd)
